,sensor,agg,axis,feature_name,fi_all,fi_dynamic,fi_standing,fi_sitting,fi_laying,fi_walking,fi_walking_up,fi_walking_down
19,tBodyAcc,iqr(),X,tBodyAcc-iqr()-X,0.002600641002806891,9.818079291724631e-06,0.019276341067030203,0.0007044291744457197,0.0012428713687450206,0.0018219276183229903,0.0005566120992658199,0.0005566120992658199
20,tBodyAcc,iqr(),Y,tBodyAcc-iqr()-Y,0.000721373141055433,0.0,0.002335953792209779,0.0012118984145566968,6.650477221423582e-05,0.00024023830598840086,0.00015304710810126556,0.00015304710810126556
21,tBodyAcc,iqr(),Z,tBodyAcc-iqr()-Z,0.00031865505525851406,5.395234661581362e-05,0.00023899736169380535,0.0002660590179263549,2.159801626031924e-05,0.00017645994684707756,0.00041408078670727056,0.00041408078670727056
22,tBodyAcc,entropy(),X,tBodyAcc-entropy()-X,0.0016789032987267276,0.0,0.0019765653473314483,0.003460172212130597,3.9852515924983566e-05,0.0006733665067605372,0.0008429611369039115,0.0008429611369039115
23,tBodyAcc,entropy(),Y,tBodyAcc-entropy()-Y,0.0003674133971737435,9.860565988738065e-06,0.0002894934079225863,0.0008353856232281388,6.643049755640944e-05,0.0001397850156446453,0.0007710904935389589,0.0007710904935389589
24,tBodyAcc,entropy(),Z,tBodyAcc-entropy()-Z,0.0002245721668624936,0.0,0.0002937267457193054,0.0005497152954831598,3.146851980356571e-05,0.00012087261421936882,0.0012644937954296653,0.0012644937954296653
25,tBodyAcc,arCoeff(),"X,1","tBodyAcc-arCoeff()-X,1",0.0002492533587660929,0.0,0.0005638434790865253,0.00023120640002316167,0.0,9.483585124728912e-05,0.0006832375916145241,0.0006832375916145241
26,tBodyAcc,arCoeff(),"X,2","tBodyAcc-arCoeff()-X,2",0.00022689752089030929,0.0,0.0002943097196035765,0.0002556819788650745,1.0955931271375781e-05,0.00012525005414118186,0.000237556511434634,0.000237556511434634
27,tBodyAcc,arCoeff(),"X,3","tBodyAcc-arCoeff()-X,3",0.00031837613059485106,0.0,0.0004844775178605419,0.00025520518579069803,6.582399678809248e-05,0.00024114370320294962,0.00047863186807328153,0.00047863186807328153
28,tBodyAcc,arCoeff(),"X,4","tBodyAcc-arCoeff()-X,4",0.0002730796511755638,0.0,0.00046474565960129077,0.0002984982725926468,0.00011921910836003028,0.0001598345038579077,0.0002701305553973361,0.0002701305553973361
29,tBodyAcc,arCoeff(),"Y,1","tBodyAcc-arCoeff()-Y,1",0.0002885193603377463,0.0,0.00045848233341839307,0.0005450372715902863,0.0001595285166758179,0.00013560200033934348,0.00015031227180731352,0.00015031227180731352
30,tBodyAcc,arCoeff(),"Y,2","tBodyAcc-arCoeff()-Y,2",0.00017536917136783389,0.0,0.00035624945723546075,0.0003524323567358935,0.0,0.0002786542555413119,0.00011079850961937337,0.00011079850961937337
31,tBodyAcc,arCoeff(),"Y,3","tBodyAcc-arCoeff()-Y,3",0.00013041352197874805,0.0,0.00020675912666904612,0.00030971780482148896,2.8908121549384048e-05,0.00018782993633007487,0.00020645701585838804,0.00020645701585838804
32,tBodyAcc,arCoeff(),"Y,4","tBodyAcc-arCoeff()-Y,4",0.0002772179081494661,0.0,0.0008656460291756883,0.001098178731390528,2.6042021097045927e-05,0.00012883128040309312,0.0002774084719570575,0.0002774084719570575
33,tBodyAcc,arCoeff(),"Z,1","tBodyAcc-arCoeff()-Z,1",0.00019455421132959775,0.0,0.00023375354568584307,0.00041849788692618185,6.327324372300944e-05,0.00010934965988686496,0.002379420673344369,0.002379420673344369
34,tBodyAcc,arCoeff(),"Z,2","tBodyAcc-arCoeff()-Z,2",0.00012034380727738769,1.967818800032153e-05,0.00025157496937641336,0.0003095888729659076,4.518835481333575e-05,0.00013136791834354695,0.0003548781547854131,0.0003548781547854131
